@relation bla
@attribute senti {-1,0,1}
@attribute text string
@data
'0','We need a way to display our photos once we have stored them; right now it is a giant useless folder.'
'1','We only went to restaurants rated by TA.'
'-1','We should be able to do text documents!'
'1','We use the recommendations regularly to find restaurants during our travels.'
'1','We use Tripadvisor to help plan all of our trips!'
'1','Well done Best ever photo editor, ever!!!!'
'1',"Well organized, easy to use, and doesn't shove buying the upgrade in your face."
'1','Well organized, easy to use.'
'-1','Well this annoying million dollar mobile game does not provide challenging mind games but people buy this game all the time sigh.......'
'-1','Well worth the price.'
'-1',"Well, couldn't ask for more... but you, please, don't stop introducing more updates..."
'-1','Well, it opened when I first installed it.'
'-1','Well, one of these updates inserted adverts into the game.'
'1','What a great aop'
'-1','What a terrible update.'
'1','What an amazing app So many ideas, and inspirations, love it ;)'
'-1','what happened to the music?'
'-1',"What I DON'T like is that ridiculous Game Center garbage."
'-1',"What I don't like is the time it takes to download pics and that in order to download I have to always be connected to the Internet, this keeps the pics from downloading some times when I am away from wifi."
'-1','What is the point of a beautiful interface if it is not smooth.'
'-1',"What's the point of the app if I cannot share my folders?!"
'-1',"What's up with having to retype search criteria after I hit back?"
'-1',"What's up with the searching?"
'0','Whatever feature I think ought to be included eventually gets included: hi-lighting, sorting options, converting to plain text AND simplified HTML, ...'
'-1','Whatsapp It take much time to download..'
'0','When I edit my boards it takes too long to move one pin at a time.'
'-1','When I go to the 1st level, it crashes.'
'-1','When I launch the app, all I have is a black screen with a gray bar underneath.'
'-1','When I open it crashes my iPad'
'-1','When I open it I hate having to wait so long on the green elephant screen!'
'0','When I put things into my dropbox folder on my desktop, I can find files by date modified, by name, etc.'
'0',"When I start the App the  dialog box ' app wants your location' appears in an endless loop"
'-1',"When I'm trying to type, the keyboard will often cover where I'm trying to type."
'-1','When importing things and putting it inside a folder the order is not how I want it.'
'-1','When it was just the Mighty Eagle for sale.'
'-1','When left running in the background on some modes, I think it keeps location services on which seems to be draining my battery faster than usual.'
'-1','When placing the cursor over text when the keyboard is open makes the text jump every where but where you want the cursor to be.'
'-1','When play the first level it crashes!!!!'
'-1','When the program did finally acknowledge me, the check marks would be delayed by about 2 seconds each as if it had to stop and sync between every gesture.'
'-1','When these unbalanced blocks are interacted with, they, too, do not behave like they should.'
'-1',"When you have them upload they save as a photo not a gif so they don't work would like this fixed"
'1','When you put them all together, the desktop, web and mobile apps are an impressive solution for just about any productivity challenge.'
'-1',"When you search for something and they don't have it in their database the only option you have is to add the place or completely close out and get back in it to go back to the search bar."
'-1','When you select an attraction and click around to read reviews and view pictures and then go back to the full like it defaults back to the beginning of the list and you have to hit "next page" a several times to find the place you left off.'
'-1','When you update this app, installing sequence is frozen.'
'-1','Whenever I click a level on my iPod touch, it crashes automatically.'
'-1','Whenever I try to play the new levels, the app just crashes.'
'-1','Where are my reviews?'
'-1','Where is all my stuff?'
'0',"Where's the last level?"
'1',"Wherever you go, whatever you do it's good to have it with you!"
'1','Whether it is a document or a picture it can be captured ether by email or snapping a photo and you then have it forever.'
'-1','Which means what I edit its not the same picture that I save.'
'0','Which there was a way to multi check pins When editing  (deleting or moving to another board) rather than having to do it one at a time.'
'-1','While I like the gist of the concept, the levels get harder with the moving target and set you up at an unfair advantage.'
'0','While the preview pane is still there the app just tells me the file name and size and does NOT display the content...'
'1',"While there are many ways to remotely store files, Dropbox is the best one due to it's vast number of ways to access your files."
'-1',"While Word doc files open fine in Dropbox on my PC and on my iPad (I haven't upgraded my iPad Dropbox app in a while and haven't upgraded my iPad to iOS 7), these files no longer open on my iPhone after upgrading to iOS 7 and updating my iPhone dropbox app."
'0','White white white!'
'-1','Who are you to say that I need to change my password!'
'1','Who needs a star rating for a McDonalds, Burger King, etc.?'
'-1','Whoever created the newest levels should be reevaluated because they are absolute garbage'
'-1',"Why can't I sign into separate Drop Box accounts?"
'-1','Why did you drop support for earlier IOSs?'
'-1','Why did you remove open in option for music files?'
'-1','Why do we have to pay so much money to get access?'
'-1','Why does the facebook login require your life story.'
'-1',"Why is Dropbox using my location, even after I have just turned the phone on and haven't even opened the app??"
'-1','Why is it compulsory to update it?'
'-1',"Why is it that the navigation bar is suddenly two different colors now that I've downloaded iOS 7?"
'-1','Why run at startup??'
'-1','Will not open since update.'
'-1','Will watch for patches and post an updated review.'
'1','Wish I could do handwriting on it.'
'0','Wish I could rename files.'
'0','Wish it would still show in vertical mode.'
'-1','Wish maps (locations of newer hotels were updated more).'
'0','Wish more levels?'
'0','Wish there was a way to save some of the photos though..'
'1','Wish there were some animated smileys too.'
'0','Wished for a better gps function'
'1',"With many people on it, it's great to find local places to eat & visit while you are away."
'1','With many stickers... Stay connected with ur frndz'
'0',"With the latest update I can't open word documents."
'-1','With the latest update you can no longer download ePub files to iBooks.'
'-1','With their new and improved look they also did away with everything you ever had saved.'
'1','With three full time students in the house the affordable upgrade holds docs, data, music and more!'
'0',"Won't let me view my excel spread sheets from my iPhone."
'-1','Wonderful but Could be better if all tools built-in and not depending upon the network connection'
'1','Wonderful for exploring new places and your own backyard'
'-1','Worked great with Dolphin, until the last update.'
'1','Works Excellent I love it'
'1',"Works great on my iPhone 4 it's helped me find the best eating places , things to do , & stay ."
'1','Works in conjunction wirh Google Drive, File Manager, Documents....'
'1','Works really smoothly and makes creating and retrieving notes easy.'
'1','Works well, especially for saving files for offline use.'
'-1','Worst... Atleast reply and help...'
'-1','Worst... since four days trying to register.. everytime they cut balnce for verification.. them send voice verification nd then fails that also ... crap .. negative star'
'1','Would be fantastic if you could freehand and if the compatibility with wireless keyboards was more efficient.'
'0','Would be great if age of property and renovation dates were included for hotels, too.'
'1','Would be lost without the helpful reviews when deciding on hotels, restaurants and motor coach resorts.'
'0','Would be nice if you could skip to the oldest/ newest Pics without scrolling thru each one.'
'0','Would be nice to have a grid view of photos other than just the auto upload of camera roll.'
'0','Would be nice to save my mobi files.'
'0','Would like to see a feature of putting Due Dates on some notes, so it becomes a task list too.'
'0',"Would like to see complete parity (on formatting and some other features) between desktop and iPad versions, but it's getting really close."
'-1','Would love to see option to color code notes for us visual organizers.'
'1','Would love to see the ability to set alarms and send reminders.'
'1',"Wow it's now free!"
'-1','Wrong minimum iOS!'
'0','Wrote important document.'
'-1',"Wtf I just did the update and the dang thing won't give me accurate search results."
'-1','Yer game is retarted I fing hate the reds mighty feathers those pigs deserve the egg because they can come up with something better than a gay slingshot'
'-1','Yes, this new update really did do a beating to the game, but still, all of the other original levels are there......'
'1','You are able to access your materials on all of your devices & share with others either for the purpose of collaboration or simply dispersing information.'
'0','You can a) select multiple files and b) download files from Dropbox to your phone, but you cannot do both at once.'
'0','You can add pictures and audio to your notes, and I think you should be able to add videos, too.'
'1','You can change a poor photography into a excellent one....'
'-1','You can close the window, but it will be back next level) I foolishly bought the giant eagle add-on (advertised as unlimited use) but now it requires a cool down time.'
'0','You can go back through and try to beat your high score or you can try to get 3 stars on each level.'
'1','You can search just about anything, pin it and go back to it later.'
'1','You can send videos and photos.'
'0','You can vote with your dollars and this app.'
'-1',"You can't download any videos into your phone."
'-1','You can\'t even hit the "next" button to skip tracks.'
'-1',"You can't play wave files at ease ..... What about cluster play.... 1 star till updated...  Why not have an export feature..."
'-1',"You can't scroll very well when your trying to find a hotel, there's no search function that would find the hotel I was staying at and the attractions around and close by."
'-1',"You can't share folders?"
'-1','You guys have already put MOVE SHARE DEL, why you guys do not allow us to COPY RENAME???????????????'
'1','You have access to restaurants, attractions, and hotels with reviews!'
'1','You make note taking fun and easy!'
'1','You need no other photo editing apps ever again!'
'0','You need to get the iPad App up to the same standards to include the same views and filtering options.'
'0','You should be able to find cruises or turistic boats'
'1','You should make more levels .'
'0','You want to go back to find more points.'
'1',"You'll have great information on food reviews to leverage for your stay."
'-1',"You've lost a fan ....  Also can't see the whole screen anymore,  what's the deal???"
'-1','Your customer service said this update would fix it!'
